profile,is_bot,is_fraud,session_duration_sec,checkout_velocity_sec,mouse_speed_variance,keystroke_flight_time_ms,impossible_travel_flag,is_datacenter_ip,pages_visited,transaction_type,amount,old_balance_origin,new_balance_origin,old_balance_dest,new_balance_dest,balance_drain_ratio,is_full_drain,dest_balance_unchanged
human_normal,0,1,134.08903712426167,26.782945393008223,133.91554151083236,169.25140997423384,0,0,4,CASH_OUT,120801.47818430563,0.0,0.0,0.0,120801.47818430563,0.0,0,0
human_normal,0,0,134.44844876965087,38.65570946625163,79.53253271728434,138.94837489653332,0,0,9,PAYMENT,45.227879998179255,45.227879998179255,0.0,0.0,23.642077950138265,1.0,1,0
human_normal,0,0,149.24914400066996,77.89652251878756,83.47191027786246,119.8258538072563,0,0,4,CASH_OUT,824.239025196299,3127.086145989528,2302.847120793229,-0.9996523298220569,823.239372866477,0.2635805304735149,0,0
human_normal,0,0,73.11446123856274,55.89661293567183,116.73074585530621,147.17521283922096,0,0,4,PAYMENT,237837.35143084545,0.0,0.0,-0.9921582943582137,237836.35927255108,0.0,0,0
bot_stealth,1,0,55.404508923114875,13.833117845363976,54.25858035998644,131.38232538559416,0,0,1,CASH_OUT,629796.709301669,-0.2835151492127547,0.0,0.0,629796.709301669,0.0,0,0
human_normal,0,1,86.56801223955614,108.7711739569212,143.8434440339824,91.63604422514284,0,0,3,CASH_OUT,19712.36675664312,0.0,0.0,534.6012903699939,20246.968047013113,0.0,0,0
human_fast,0,0,74.72614743317823,38.494157109873676,83.81251332313985,217.00586809411539,0,0,2,TRANSFER,249.33321484186857,823.5797887200563,574.2465738781877,4955.209196241152,5204.542411083021,0.3027432414646344,0,0
bot_stealth,1,1,51.95205484676932,14.420805800664715,62.164820376545386,152.9514661853159,0,0,2,PAYMENT,398064.88135993056,-0.7257067476958207,0.0,0.0,398064.88135993056,0.0,0,0
human_normal,0,1,107.69592046781233,36.892312167184706,108.6116109470355,174.1252127506321,0,0,4,CASH_OUT,486833.446522248,0.0,0.0,47.07229766652524,486880.5188199145,0.0,0,0
human_normal,0,0,101.84520494648494,36.20288409110001,119.52779115949781,208.1197361804008,0,0,6,PAYMENT,16712.94435651966,0.0,0.0,0.0,16712.94435651966,0.0,0,0
bot_standard,1,1,2.8001040433072855,1.4185905442574982,8.279956967098219,44.45247355186647,1,0,1,CASH_OUT,167392.27708479823,0.0,0.0,0.0,167392.27708479823,0.0,0,0
human_normal,0,1,129.98766354427386,43.329885681929994,94.73658420368216,56.24067750335127,0,0,5,TRANSFER,468207.132693876,0.0,0.0,152.85008048618175,468359.98277436214,0.0,0,0
bot_stealth,1,0,81.57919124543798,9.721907422234317,85.76825300097072,146.30725619231788,0,0,1,TRANSFER,3.0751678849074064,3.0751678849074064,0.0,-0.9669304259167163,1.1174514534402462,1.0,1,0
human_normal,0,0,76.7042134771672,34.74656472249429,137.94032429613873,220.16576938991474,0,0,2,CASH_OUT,8.298129748257516,21.238826064125917,12.9406963158684,0.0,8.298129748257516,0.39070566909880783,0,0
human_fast,0,0,59.51566623269229,47.44942141838968,97.74755222894314,130.16783429638392,0,0,4,PAYMENT,6154.592309531116,1458573126.3613715,1458566971.769062,0.0,6154.592309531116,4.2195980429755114e-06,0,0
human_normal,0,1,85.50263492257484,37.07769219973,77.2133074025909,147.83640416592084,0,0,5,PAYMENT,278927.1675174259,0.0,0.0,0.0,278927.1675174259,0.0,0,0
bot_standard,1,1,6.421317488224688,1.070823402086077,14.206909830331734,42.59610389880927,1,0,1,TRANSFER,364.75601254385845,804.0986217396991,439.3426091958406,0.0,364.75601254385845,0.45362098961778397,0,0
